substrate_name,substrate_smiles,rank,model_score,predicted_product,Bm_match_id,Bm_mapped_product,Cm_match_id,Cm_mapped_product,Dm_match_id,Dm_mapped_product,Em_match_id,Em_mapped_product,B_match,C_match,D_match,E_match,mapped_product_for_panel
propanol,CCCO,11,-0.37672892212867737,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C5,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,12,-0.3786640465259552,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C.[CH2-]C(C)=O.[CH2-]C(C)=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
propanol,CCCO,13,-0.38358038663864136,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CCC[C@@H](C3)[C@H]1CC1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,14,-0.3875631093978882,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CCC[C@@H](C3)[C@H]2CC[C@H]1C2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,15,-0.3876942992210388,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CCC[C@@H](C3)[C@H]1CCO,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,16,-0.3891500234603882,OC[C@@H]1CC[C@H]2CN3CCC4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,EVODEX.2-Bm156,[H]OC([H])([H])[C@:4]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])N3C([H])([H])C([H])([H])C4([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]OC([H])([H])[C@:4]1([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])N3C([H])([H])C([H])([H])C4([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
propanol,CCCO,17,-0.3899085521697998,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([C@H]2CC[C@H](O)CC2)C5)C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,18,-0.390753835439682,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C(CO)[C@@H]3C1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,19,-0.391561895608902,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C(CO)[C@@H]3O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,20,-0.39247918128967285,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CC=CC=C3[C@H]2OCC[C@H]12,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,21,-0.3930973708629608,CCCOC(=O)CC1=CC(=O)OC12CC3CC(C)(C)CC(C3)C2,EVODEX.2-Bm147,[H]C1=C(C([H])([H])C(=O)[O:27]C([H])([H])C([H])([H])C([H])([H])[H])C2(OC1=O)C([H])([H])C1([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],EVODEX.2-Cm263,[H]C1=C(C([H])([H])C(=O)[O:66][C:65]([H])([H])C([H])([H])C([H])([H])[H])C2(OC1=O)C([H])([H])C1([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],EVODEX.2-Dm329,[H]C1=C(C([H])([H])C(=O)[O:88][C:87]([H])([H])C([H])([H])C([H])([H])[H])C2(OC1=O)C([H])([H])C1([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],EVODEX.2-Em329,[H]C1=C(C([H])([H])C(=O)[O:88][C:87]([H])([H])C([H])([H])C([H])([H])[H])C2(OC1=O)C([H])([H])C1([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],no_match,no_match,no_match,no_match,[H]C1=C(C([H])([H])C(=O)[O:88][C:87]([H])([H])C([H])([H])C([H])([H])[H])C2(OC1=O)C([H])([H])C1([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H]
propanol,CCCO,22,-0.39408138394355774,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C.[C-]#[N+][C@@H]1CCCC[C@H]1[C@@H]3CCC[C@@,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,23,-0.3945045471191406,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CCC[C@@H](C3)[C@H]2CC[C@H]2C1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,24,-0.39450839161872864,CCCOC(=O)CC1=CC(=O)OC12CC3CC(C1)CC(C(=O)OCCC)(C(=O)OCCC)C3,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,25,-0.3947858512401581,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([C@H]3CC1)C2.[CH2-]C(C),invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,26,-0.39502617716789246,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([C@H]3CC1)C2.[NH4+].[O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,27,-0.3951348066329956,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CCC[C@@H](C3)[C@H]2CC[C@H]12,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,28,-0.3959135115146637,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C.[CH2-]C(C)=O.[NH4+],invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
propanol,CCCO,29,-0.39629653096199036,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CCC[C@@H](C3)[C@H]2CC[C@@H]1C2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,30,-0.3964960277080536,CCCOC(=O)CC1CO1,EVODEX.2-Bm147,[H]C([H])([H])C([H])([H])C([H])([H])[O:27]C(=O)C([H])([H])C1([H])OC1([H])[H],EVODEX.2-Cm263,[H]C([H])([H])C([H])([H])[C:65]([H])([H])[O:66]C(=O)C([H])([H])C1([H])OC1([H])[H],EVODEX.2-Dm329,[H]C([H])([H])C([H])([H])[C:87]([H])([H])[O:88]C(=O)C([H])([H])C1([H])OC1([H])[H],EVODEX.2-Em329,[H]C([H])([H])C([H])([H])[C:87]([H])([H])[O:88]C(=O)C([H])([H])C1([H])OC1([H])[H],no_match,no_match,no_match,no_match,[H]C([H])([H])C([H])([H])[C:87]([H])([H])[O:88]C(=O)C([H])([H])C1([H])OC1([H])[H]
propanol,CCCO,31,-0.3965267837047577,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CCCO[C@@H]3C[C@H]1O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,32,-0.3979901671409607,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CCC[C@@H](C3)[C@H]2CC[C@@H]2C1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,33,-0.39809802174568176,CCCOC(=O)CC1=CC(=O)OC12CC3CC(C1)CC(C(=O)OCCC)(C(=O)c1ccc(OCCC)cc1)C3,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,34,-0.39833369851112366,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C.[C-]#[C+],invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
propanol,CCCO,35,-0.398720920085907,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C.[CH2-]C(C)=O.[CH2-]C(C)=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
propanol,CCCO,36,-0.3990310728549957,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([O-])C=C3[C@H]1O.[NH4+],invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,37,-0.4012935757637024,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([O-])CC3.[NH4+].[NH4+],invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,38,-0.40227776765823364,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([O-])C=C1.[NH4+].[NH4+,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,39,-0.4024728834629059,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CCC[C@@H](C3)[C@H]2CC[C@@H]1O2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,40,-0.40262722969055176,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([C@H]3CC2CCCCC2)C1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,41,-0.40282535552978516,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CCCO[C@@H]3C[C@H]1O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,42,-0.40506455302238464,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CC=CC=C3[C@H]2OCC[C@H]21,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,43,-0.40542885661125183,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([C@H]2CC[C@H](O)CC2)C4CC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,44,-0.40591898560523987,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C(CO)[C@H]3CC1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,45,-0.4062921106815338,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([C@H]2CC[C@H](O)CC2)CC5),invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,46,-0.4071086049079895,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]12C)[C@@H]3CCC[C@@H](C3)[C@H]2CC[C@H](O)CC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,47,-0.4073199927806854,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([C@H]2CC[C@H](O)CC2)C1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,48,-0.4078037738800049,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C.[C-]#[N+][C@@H]1CCCC[C@H]1[C@@H]3CCC[C@H,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,49,-0.40827712416648865,CCCOC(=O)CC1=CC(=O)OC12CC3CC(C1)CC(C(=O)OCCC)C3(C)C2,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
propanol,CCCO,50,-0.40889880061149597,OC[C@@H]1CC[C@H]2CN3CCC4CC5CC(=O)CC[C@]5(C)[C@H]4[C@H]3CC[C@]21C)[C@@H]3CC=C([C@H]2CC[C@H](O)CC2)C5,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,invalid_smiles,invalid_smiles,invalid_smiles,
ethyl acetate,CCOC(=O)C,1,-0.038431551307439804,CCOC(=O)CC(C)O,EVODEX.2-Bm156,[H]OC([H])(C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]OC([H])(C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,2,-0.08088602125644684,CCOC(=O)CC(C)=O,EVODEX.2-Bm156,[H]C([H])([H])C(=O)[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,EVODEX.2-B243,no_match,no_match,no_match,[H]C([H])([H])C(=O)[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,3,-0.31822699308395386,CCOC(C)=O.CCOC(=O)C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,4,-0.3863156735897064,CCOC(=O)CC(O)CC,EVODEX.2-Bm156,[H]OC([H])(C([H])([H])C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]OC([H])(C([H])([H])C([H])([H])[H])[C:4]([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,5,-0.38734105229377747,CCOC(C)=O.CO.[NH4+].[OH-],invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,6,-0.44729363918304443,CCOC(C)=O.CO.O=C(O)C,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,7,-0.5296558737754822,CCOC(=O)C.CCOC(=O)CC,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,8,-0.574815034866333,CCOC(C)=O.CCOC(=O)C1=C(C)C(=O)CC1=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,9,-0.5933699011802673,CCOC(C)=O.CO.O=C(O)C.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,10,-0.5955255031585693,CCOC(C)=O.CO.COC(C)=O,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,11,-0.6280456781387329,CCOC(=O)CC(=O)OCC,EVODEX.2-Bm156,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])[C:4](=O)OC([H])([H])C([H])([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])[C:4](=O)OC([H])([H])C([H])([H])[H]
ethyl acetate,CCOC(=O)C,12,-0.6306521892547607,CCOC(=O)CC(c1ccccc1)C(C(=O)OCC)C(=O)OCC,invalid_smiles,,no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,13,-0.6448673605918884,CCOC(=O)CC(-c1ccccc1)=C(C)C(=O)OCC,invalid_smiles,,no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,14,-0.6553682088851929,CCOC(=O)C.CO.O=C(O)C.O=C(O)Cc1ccccc1,invalid_smiles,,invalid_smiles,,invalid_smiles,,invalid_smiles,,no_match,no_match,no_match,no_match,
ethyl acetate,CCOC(=O)C,15,-0.6565822958946228,CCOC(=O)CC1CO1,EVODEX.2-Bm156,[H]C([H])([H])C([H])([H])OC(=O)[C:4]([H])([H])C1([H])OC1([H])[H],no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,[H]C([H])([H])C([H])([H])OC(=O)[C:4]([H])([H])C1([H])OC1([H])[H]
ethyl acetate,CCOC(=O)C,16,-0.6637892723083496,CCOC(=O)CC(c1ccccc1)=C(C)C(=O)OCC,invalid_smiles,,no_match,,no_match,,no_match,,no_match,no_match,no_match,no_match,
